月日,時刻,グローバルIP,コマンド,PID,子ユーザ,アクセス状況,受信サイズ,受信数,返却数,返却サイズ,処理時間,応答時間,入力値,parHinban,ParamList,parKurumaNo,parJunsei,parHMCount,parType,KurumaInfo,parMakerNo,parHinmokuNos,parMakerNos,parSyadaiNo,CallHinban
2021-11-09,15:38:03,3.115.81.216,部品検索（HTTP）,10318,61323901,600/1732072/-1,1100,7,24,5467,16,16,,,"['', '']",116439.0,,100.0,,"['', '']",,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:48,54.250.12.5,車輌検索（HTTP）,10288,610TB802,600/1753760/-1,67,5,3,1851,2,4,15421-0013,,"['15421', '013', '', ' ']",,,,,"['123198', '1', 'ﾄﾖﾀ', '130', 'ｶﾛｰﾗ ﾌｨｰﾙﾀﾞｰ 1500 DOHC', '15421', '0013-0024 0028-0030 0034-0036 0040-0042', 'DBA-NZE141G', '0609', '1205', '1NZFE', '1500']",,"['', '']","['', '']",,
2021-11-09,15:37:12,54.250.12.5,価格検索（HTTP）,10241,61385002,600/709521/-1,74,5,1,352,2,2,AY020BF150,AY020BF150 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:12,54.250.12.5,互換検索（HTTP）,10240,61385002,600/709521/-1,61,4,1,384,4,4,AY020BF150,AY020BF150 ,"['', '']",,,,,"['', '']",,"['', '']","['', '']",,AY020BF150
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10231,61323901,600/1732014/-1,75,5,1,368,2,2,482033U025,48203-3U025 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10230,61323901,600/1732014/-1,75,5,1,368,3,3,482033U025,48203-3U025 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10229,61323901,600/1732014/-1,75,5,1,360,2,2,20651ED10A,20651-ED10A ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10228,61323901,600/1732014/-1,75,5,1,360,2,2,20651ED10A,20651-ED10A ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10227,61323901,600/1732014/-1,75,5,1,361,3,3,20695ED10A,20695-ED10A ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10226,61323901,600/1732014/-1,75,5,1,361,2,2,206958H310,20695-8H310 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:05,3.115.81.216,価格検索（HTTP）,10225,61323901,600/1732014/-1,75,5,1,369,3,3,20700000,20691-57E01 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10224,61323901,600/1732014/-1,199,7,0,333,15,15,,,"['', '']",126188.0,,10.0,,"['', '']",,"['6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10223,61323901,600/1732014/-1,1100,7,25,5617,17,17,,,"['', '']",126188.0,,100.0,,"['', '']",,"['2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10222,61323901,600/1732014/-1,199,7,0,333,16,17,,,"['', '']",116440.0,,10.0,,"['', '']",,"['6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10221,61323901,600/1732014/-1,1100,7,25,5617,17,17,,,"['', '']",116440.0,,100.0,,"['', '']",,"['2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10220,61323901,600/1732014/-1,199,7,0,333,15,16,,,"['', '']",116439.0,,10.0,,"['', '']",,"['6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:37:04,3.115.81.216,部品検索（HTTP）,10219,61323901,600/1732014/-1,1100,7,25,5617,17,17,,,"['', '']",116439.0,,100.0,,"['', '']",,"['2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:36:59,54.250.12.5,互換検索（HTTP）,10207,61141108,19/868681/-1,57,4,31,7034,2,2,WK1093,WK1093 ,"['', '']",,,,,"['', '']",,"['', '']","['', '']",,WK1093
2021-11-09,15:36:48,3.115.81.216,価格検索（HTTP）,10191,611R5603,600/1128972/-1,75,5,1,367,2,2,1418375FC0,14183-75FC0 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:48,3.115.81.216,価格検索（HTTP）,10190,611R5603,600/1128972/-1,75,5,1,375,2,2,1418260B00,14182-60B00 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:48,3.115.81.216,部品検索（HTTP）,10189,611R5603,600/1128975/-1,379,7,7,1742,17,17,,,"['', '']",100053.0,,28.0,,"['', '']",,"['5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:36:47,3.115.81.216,部品検索（HTTP）,10188,611R5603,600/1128982/-1,1100,7,31,6442,17,17,,,"['', '']",100053.0,,100.0,,"['', '']",,"['1680', '2120', '2121', '2122', '2123', '2125', '2124', '2140', '2141', '2142', '1800', '1801', '1803', '1804', '1805', '1806', '1807', '1802', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700 ']","['2300', '2280', '2280', '2280', '2280', '2280', '2280', '2280', '2280', '2280', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0.0,
2021-11-09,15:36:21,54.250.12.5,価格検索（HTTP）,10154,216011,46/8138271/-1,75,5,1,368,1,1,HTHVS50B24R,HTHVS50B24R ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:21,54.250.12.5,部品車輌検索（HTTP）,10153,216011,45/8138271/-1,62,4,94,59911,17,17,HTHVS50B24R,HTHVS50B24R ,"['', '']",,,, ,"['', '']",,"['', '']","['', '']",,HTHVS50B24R
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10145,61989002,45/87660/-1,75,5,1,366,1,1,442725021,04427-25021 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10144,61989002,44/87660/-1,75,5,1,358,1,1,4343026081,43430-26081 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10143,61989002,43/87660/-1,75,5,1,358,1,1,4343026081,43430-26081 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10142,61989002,42/87660/-1,75,5,1,367,1,1,4333029575,43330-29575 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10141,61989002,41/87660/-1,75,5,1,367,1,1,4333029575,43330-29575 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10140,61989002,40/87660/-1,75,5,1,356,1,1,4806926170,48069-26170 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10139,61989002,39/87660/-1,75,5,1,356,1,1,4806826170,48068-26170 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10138,61989002,38/87660/-1,75,5,1,367,1,1,4504629456,45046-29456 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10137,61989002,37/87660/-1,75,5,1,367,1,1,4504629456,45046-29456 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10136,61989002,36/87660/-1,75,5,1,358,0,0,4550329846,45503-29846 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:18,3.115.81.216,価格検索（HTTP）,10135,61989002,35/87660/-1,75,5,1,358,1,1,4550329846,45503-29846 ,"['', '']",,0.0,,,"['', '']",0.0,"['', '']","['', '']",,
2021-11-09,15:36:17,3.115.81.216,部品検索（HTTP）,10131,61989002,34/87659/-1,289,7,6,1463,15,15,,,"['', '']",133881.0,,19.0,,"['', '']",,"['3882', '4300', '4300', '3960', '3960', '3961', '3961', '3962', '3962', '3963', '3963', '4000', '4000', '4001', '4001', '4002', '4002', '4003', '4003 ']","['4280', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600 ']",0.0,
2021-11-09,15:36:17,3.115.81.216,部品検索（HTTP）,10129,61989002,33/87659/-1,1100,7,19,4521,15,15,,,"['', '']",133881.0,,100.0,,"['', '']",,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '3440', '3441', '3442', '3480', '3481', '3482', '3360', '3360', '3361', '3361', '3362', '3362', '3363', '3363', '3364', '3364', '3365', '3365', '3366', '3366', '3380', '3380', '3381', '3381', '3382', '3382', '3383', '3383', '3384', '3384', '3385', '3385', '3386', '3386', '3360', '3360', '3360', '3361', '3361', '3361', '3362', '3362', '3362', '3363', '3363', '3363', '3364', '3364', '3364', '3365', '3365', '3365', '3366', '3366', '3366', '3380', '3380', '3380', '3381', '3381', '3381', '3382', '3382', '3382', '3383', '3383', '3383', '3384', '3384', '3384', '3385', '3385', '3385', '3386', '3386', '3386', '3880', '3880', '3881', '3881', '3882 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1620', '1620', '1620', '1620', '1620', '1620', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2840', '4280', '2840', '4280', '2840 ']",0.0,
2021-11-09,15:36:17,3.115.81.216,部品検索（HTTP）,10128,61989002,32/87659/-1,289,7,6,1463,13,15,,,"['', '']",133840.0,,19.0,,"['', '']",,"['3882', '4300', '4300', '3960', '3960', '3961', '3961', '3962', '3962', '3963', '3963', '4000', '4000', '4001', '4001', '4002', '4002', '4003', '4003 ']","['4280', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600', '4360', '3600 ']",0.0,
2021-11-09,15:36:17,3.115.81.216,部品検索（HTTP）,10127,61989002,31/87659/-1,1100,7,19,4521,15,15,,,"['', '']",133840.0,,100.0,,"['', '']",,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '3440', '3441', '3442', '3480', '3481', '3482', '3360', '3360', '3361', '3361', '3362', '3362', '3363', '3363', '3364', '3364', '3365', '3365', '3366', '3366', '3380', '3380', '3381', '3381', '3382', '3382', '3383', '3383', '3384', '3384', '3385', '3385', '3386', '3386', '3360', '3360', '3360', '3361', '3361', '3361', '3362', '3362', '3362', '3363', '3363', '3363', '3364', '3364', '3364', '3365', '3365', '3365', '3366', '3366', '3366', '3380', '3380', '3380', '3381', '3381', '3381', '3382', '3382', '3382', '3383', '3383', '3383', '3384', '3384', '3384', '3385', '3385', '3385', '3386', '3386', '3386', '3880', '3880', '3881', '3881', '3882 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1620', '1620', '1620', '1620', '1620', '1620', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2840', '4280', '2840', '4280', '2840 ']",0.0,
